Image Name,Focus Score (Daugman),Defocus Metric,Occlusion Percentage,Occlusion Score,Pixel Ratio,Estimated Pixels,Occluded Pixels,Pixel Count Score,Sharpness,Focus Score,Motion Blur Angle,Motion Blur Strength,Motion Blur Metric,Blur Score,Off-Angle Metric,Usable Area,Gray Level Spread,Iris Size,Dilation Metric,Dilation Score,Interlacing Score,Illumination Score,Lighting Score,Quality Score 1,Quality Score 2
C6_S1_I7.tiff,28.57,1298565.0,88.59,0.92,0.92,8680.0,756.0,9436.0,18.93,0.5,45.0,286.0,269571.19,16.5,13.85,90.1,5.82,59.92,31.46,1.0,54.45,0.08,84.52,0.64,0.72
C445_S1_I2.tiff,4.2,835367.0,100.1,0.97,0.84,3389.0,649.0,4038.0,12.15,0.15,135.0,290.0,239754.68,16.5,4.78,82.67,5.34,38.52,41.63,1.0,52.68,0.03,35.31,0.64,0.67
C452_S2_I3.tiff,3.83,187403.0,100.12,0.97,0.32,1352.0,2835.0,4187.0,11.52,0.38,135.0,277.0,259478.85,13.5,1.13,17.91,4.96,39.98,90.61,0.96,52.12,0.03,7.59,0.64,0.7
C426_S1_I3.tiff,2.88,721878.0,99.57,0.94,0.46,3231.0,3755.0,6986.0,10.75,0.2,45.0,277.0,250180.95,16.5,1.95,64.95,5.83,66.6,59.2,0.99,51.29,0.06,91.68,0.66,0.7
C91_S2_I9.tiff,4.89,1003943.0,100.04,0.93,0.75,6134.0,2035.0,8169.0,12.95,0.23,45.0,281.0,255186.54,13.5,4.25,67.44,5.21,59.34,57.06,0.99,54.06,0.07,41.69,0.64,0.8
C403_S1_I7.tiff,9.16,1171424.0,100.01,0.94,0.95,7139.0,412.0,7551.0,14.42,0.36,45.0,274.0,253728.83,10.5,12.18,94.38,5.54,53.4,23.71,1.0,56.93,0.06,51.82,0.64,0.74
C425_S2_I1.tiff,23.85,901414.0,100.03,0.97,0.85,3327.0,593.0,3920.0,15.12,0.24,45.0,273.0,243161.74,7.5,12.12,82.92,5.16,39.9,41.32,1.0,53.18,0.03,35.94,0.65,0.68
C190_S1_I1.tiff,27.72,1123777.0,99.26,0.96,0.21,938.0,3631.0,4569.0,16.57,0.19,135.0,278.0,263456.3,7.5,4.07,17.62,5.46,43.81,90.76,0.98,54.58,0.04,53.27,0.64,0.71
C347_S1_I2.tiff,4.33,822866.0,100.1,0.97,0.93,3913.0,283.0,4196.0,12.92,0.24,135.0,292.0,238376.87,10.5,10.58,92.72,5.74,39.26,26.99,1.0,52.42,0.03,44.86,0.65,0.68
C144_S1_I3.tiff,12.17,532104.0,100.0,0.96,0.34,1483.0,2882.0,4365.0,14.95,0.15,135.0,279.0,262762.71,13.5,2.32,9.41,5.59,39.58,95.18,0.98,53.46,0.04,29.78,0.63,0.71
C393_S1_I15.tiff,3.69,825729.0,100.04,0.84,0.72,13936.0,5422.0,19358.0,10.91,0.2,135.0,259.0,273168.28,7.5,1.95,64.92,4.88,85.97,59.23,0.99,50.78,0.16,81.12,0.63,0.79
C42_S1_I6.tiff,72.22,1673405.0,100.02,0.95,0.76,4660.0,1450.0,6110.0,22.16,0.32,45.0,272.0,269681.67,7.5,8.71,57.73,6.5,48.88,65.01,1.0,55.9,0.05,197.81,0.65,0.7
C259_S1_I15.tiff,0.76,203260.0,98.51,0.9,0.99,12031.0,98.0,12129.0,5.77,1.74,45.0,291.0,218860.33,7.5,0.0,98.93,4.47,72.53,10.35,1.0,38.06,0.1,19.7,0.67,0.68
C268_S2_I2.tiff,7.32,235015.0,99.39,0.97,0.31,1210.0,2740.0,3950.0,12.0,0.43,135.0,281.0,249442.83,10.5,1.97,8.02,5.04,37.98,95.91,0.97,52.0,0.03,11.82,0.64,0.73
C316_S1_I7.tiff,28.95,647526.0,99.71,0.94,0.94,6890.0,452.0,7342.0,19.61,0.24,135.0,281.0,269619.19,7.5,23.19,94.32,5.23,56.68,23.82,1.0,54.6,0.06,37.55,0.64,0.75
C118_S1_I11.tiff,61.82,3145760.0,100.1,0.89,0.93,12674.0,899.0,13573.0,24.58,0.63,45.0,282.0,315706.63,16.5,15.76,95.2,6.49,80.4,21.91,1.0,56.45,0.11,383.35,0.65,0.76
C510_S1_I5.tiff,10.84,1557966.0,100.07,0.95,0.95,5757.0,272.0,6029.0,15.45,0.26,135.0,288.0,244389.92,10.5,4.84,95.67,6.11,46.15,20.8,1.0,53.6,0.05,115.96,0.65,0.68
C446_S2_I10.tiff,15.46,2507920.0,100.05,0.91,0.9,9589.0,1077.0,10666.0,15.38,0.17,45.0,282.0,265259.79,7.5,7.74,91.2,6.09,64.01,29.66,1.0,53.01,0.09,205.89,0.63,0.76
C384_S1_I10.tiff,6.15,1125719.0,100.04,0.88,0.89,12723.0,1493.0,14216.0,13.01,0.29,135.0,272.0,257323.18,7.5,3.81,88.28,5.22,73.05,34.23,1.0,53.95,0.12,70.5,0.64,0.82
C45_S1_I10.tiff,11.06,2511338.0,100.04,0.91,0.88,9100.0,1255.0,10355.0,12.74,0.12,45.0,289.0,286901.57,13.5,8.08,90.02,5.98,68.07,31.59,1.0,51.16,0.09,193.77,0.63,0.68
C33_S1_I4.tiff,8.26,263594.0,100.44,0.97,0.99,3175.0,19.0,3194.0,14.38,0.35,135.0,282.0,261008.98,10.5,31.52,99.66,5.25,43.65,5.84,1.0,53.95,0.03,12.92,0.66,0.67
C76_S1_I14.tiff,42.01,3358569.0,100.18,0.77,0.86,23916.0,3785.0,27701.0,15.98,1.07,135.0,291.0,309914.01,10.5,4.45,87.23,5.79,126.69,35.73,1.0,54.43,0.23,396.79,0.65,0.77
C71_S1_I1.tiff,7.42,357761.0,100.12,0.97,0.79,2613.0,677.0,3290.0,13.36,0.25,45.0,283.0,253416.98,10.5,4.06,57.43,5.42,39.41,65.24,0.99,54.11,0.03,23.37,0.64,0.67
C180_S1_I4.tiff,21.13,1371173.0,100.07,0.95,0.94,5210.0,335.0,5545.0,18.45,0.23,135.0,266.0,266619.8,10.5,18.42,94.33,5.83,45.76,23.81,1.0,55.51,0.05,77.64,0.64,0.68
C323_S1_I5.tiff,7.9,1861931.0,63.06,0.93,0.93,7340.0,545.0,7885.0,14.1,0.25,45.0,278.0,286929.29,10.5,6.52,86.63,6.19,43.43,36.57,1.0,53.5,0.07,100.92,0.64,0.71
C170_S1_I13.tiff,75.9,2074278.0,100.06,0.86,0.68,11628.0,5520.0,17148.0,22.45,0.88,45.0,270.0,277659.09,16.5,4.13,69.76,5.41,88.57,54.99,0.99,55.16,0.14,107.64,0.65,0.82
C128_S1_I3.tiff,15.87,894666.0,100.06,0.97,0.99,3154.0,21.0,3175.0,14.42,0.1,135.0,284.0,246748.27,10.5,50.37,98.29,6.76,35.28,13.07,1.0,51.49,0.03,148.98,0.68,0.66
C371_S2_I3.tiff,10.04,856222.0,100.42,0.95,0.41,2233.0,3274.0,5507.0,13.04,0.45,45.0,274.0,258773.23,13.5,3.15,60.27,6.27,61.78,63.03,0.98,54.18,0.05,54.26,0.66,0.68
C475_S1_I8.tiff,18.77,1381451.0,100.03,0.95,0.86,5042.0,845.0,5887.0,18.11,0.34,45.0,286.0,282542.41,7.5,6.19,87.79,6.21,51.3,34.94,1.0,57.58,0.05,103.13,0.66,0.67
C180_S1_I2.tiff,2.42,711103.0,100.08,0.97,0.89,3256.0,421.0,3677.0,11.7,0.14,135.0,289.0,257704.25,25.5,6.87,87.28,5.41,36.4,35.66,1.0,54.12,0.03,30.11,0.64,0.68
C387_S2_I2.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C434_S2_I2.tiff,4.58,806347.0,100.48,0.96,0.43,2173.0,2829.0,5002.0,11.8,0.36,135.0,268.0,220805.05,25.5,2.46,49.28,5.67,46.76,71.22,0.98,52.43,0.04,34.69,0.65,0.68
C516_S1_I9.tiff,3.13,256486.0,100.06,0.93,0.96,8418.0,363.0,8781.0,11.33,0.44,135.0,268.0,206594.99,13.5,9.04,94.68,4.8,55.29,23.07,1.0,52.52,0.07,20.76,0.65,0.8
C8_S2_I14.tiff,74.45,3412483.0,100.02,0.86,1.0,17065.0,16.0,17081.0,21.1,1.11,45.0,282.0,300411.09,7.5,101.54,99.92,5.7,79.54,2.81,1.0,56.78,0.14,194.32,0.65,0.7
C82_S1_I5.tiff,16.51,452306.0,100.03,0.97,0.96,3667.0,154.0,3821.0,17.5,0.21,135.0,287.0,252097.34,16.5,38.2,96.49,5.2,45.57,18.75,1.0,55.5,0.03,19.64,0.65,0.67
C501_S2_I8.tiff,37.24,2382575.0,100.26,0.92,0.46,4247.0,5051.0,9298.0,18.13,0.63,135.0,291.0,296715.12,10.5,4.87,60.26,6.09,75.48,63.04,0.99,55.59,0.08,141.9,0.64,0.74
C510_S2_I5.tiff,11.12,1232382.0,100.02,0.96,0.93,4469.0,347.0,4816.0,14.89,0.2,135.0,291.0,283114.54,10.5,7.69,94.41,6.21,45.89,23.65,1.0,53.99,0.04,86.16,0.64,0.67
C45_S1_I9.tiff,17.2,1744966.0,100.1,0.94,0.91,6297.0,655.0,6952.0,15.42,0.16,45.0,289.0,279462.04,10.5,17.91,90.96,5.9,50.03,30.06,1.0,53.8,0.06,104.24,0.68,0.75
C259_S1_I6.tiff,11.26,429877.0,100.05,0.96,0.96,4237.0,154.0,4391.0,13.4,1.44,45.0,281.0,251738.79,10.5,10.0,92.17,5.53,42.19,27.98,1.0,51.56,0.04,23.49,0.64,0.72
C186_S2_I14.tiff,22.36,2725999.0,100.06,0.87,0.9,14081.0,1590.0,15671.0,16.9,0.39,135.0,284.0,318248.31,10.5,15.16,91.07,6.44,80.32,29.89,1.0,54.36,0.13,326.61,0.64,0.68
C148_S2_I11.tiff,39.64,2618531.0,74.08,0.86,0.67,11012.0,5401.0,16413.0,15.33,0.72,45.0,284.0,278792.64,10.5,6.89,55.42,5.57,68.73,66.77,0.99,52.67,0.14,174.29,0.64,0.73
C247_S1_I2.tiff,5.58,336250.0,100.12,0.97,0.31,1294.0,2891.0,4185.0,12.8,0.21,45.0,286.0,234089.76,22.5,3.49,31.6,5.51,44.64,82.71,0.98,52.81,0.03,33.22,0.64,0.68
C171_S1_I2.tiff,3.81,1116272.0,100.02,0.96,0.91,3986.0,389.0,4375.0,11.48,0.17,135.0,290.0,242787.93,7.5,8.15,91.46,6.12,40.7,29.23,1.0,51.09,0.04,79.58,0.66,0.68
C117_S1_I11.tiff,12.28,2166284.0,100.02,0.9,0.91,10864.0,1013.0,11877.0,14.69,0.36,135.0,284.0,247054.4,10.5,11.27,91.75,5.8,67.28,28.71,1.0,54.36,0.1,129.38,0.65,0.73
C45_S1_I5.tiff,3.16,1006383.0,100.06,0.96,0.87,4194.0,619.0,4813.0,12.36,0.15,45.0,278.0,249916.6,10.5,18.97,88.09,5.74,43.55,34.52,1.0,53.61,0.04,53.25,0.64,0.69
C175_S1_I2.tiff,76.31,2414253.0,99.61,0.9,0.64,7475.0,4273.0,11748.0,17.47,0.86,135.0,277.0,269687.58,4.5,6.63,70.68,5.98,72.8,54.15,0.99,54.11,0.1,133.19,0.64,0.77
C502_S1_I6.tiff,42.11,2274364.0,100.16,0.9,0.61,7203.0,4693.0,11896.0,17.37,0.84,45.0,264.0,299066.41,4.5,1.57,83.75,6.48,100.13,40.31,0.99,54.62,0.1,311.78,0.64,0.77
C520_S1_I8.tiff,73.43,2601173.0,81.86,0.92,0.96,9336.0,346.0,9682.0,18.3,1.04,135.0,281.0,287571.35,4.5,21.87,95.74,6.01,53.16,20.64,1.0,54.36,0.08,209.77,0.65,0.72
C257_S2_I1.tiff,22.78,1510206.0,51.69,0.95,0.99,6246.0,76.0,6322.0,13.85,0.35,45.0,286.0,293334.21,16.5,46.38,97.35,6.25,40.52,16.26,1.0,55.32,0.05,129.46,0.64,0.7
C163_S1_I7.tiff,63.37,1606330.0,100.04,0.94,0.92,6764.0,601.0,7365.0,23.46,0.3,45.0,287.0,289749.34,10.5,20.48,93.42,6.27,56.32,25.64,1.0,54.34,0.06,128.71,0.64,0.71
C157_S1_I2.tiff,55.06,658250.0,97.39,0.98,0.76,2155.0,680.0,2835.0,18.05,0.93,135.0,282.0,241306.17,16.5,9.83,77.6,5.35,33.47,47.33,0.99,54.16,0.02,24.35,0.65,0.77
C495_S1_I4.tiff,6.97,838273.0,100.07,0.96,0.88,3865.0,526.0,4391.0,12.86,0.14,45.0,286.0,261557.69,19.5,3.77,86.09,5.16,42.27,37.29,1.0,51.91,0.04,33.0,0.65,0.68
C270_S1_I6.tiff,3.48,927382.0,100.12,0.96,0.87,4414.0,655.0,5069.0,12.89,0.22,135.0,286.0,223475.03,19.5,4.87,85.51,5.76,44.42,38.07,1.0,53.6,0.04,40.95,0.64,0.72
C507_S2_I8.tiff,2.25,1100310.0,99.46,0.91,0.56,5775.0,4489.0,10264.0,11.35,0.25,45.0,289.0,237471.92,13.5,1.39,65.27,5.7,89.18,58.94,0.99,53.82,0.09,75.43,0.65,0.72
C422_S1_I2.tiff,5.32,831318.0,100.26,0.96,0.75,3470.0,1167.0,4637.0,11.45,0.3,135.0,286.0,233825.82,10.5,3.51,81.09,5.73,46.56,43.49,0.99,52.7,0.04,41.91,0.65,0.67
C297_S2_I10.tiff,2.57,390919.0,100.05,0.91,0.68,7359.0,3488.0,10847.0,11.28,0.16,135.0,273.0,233638.7,10.5,0.0,64.54,4.77,69.14,59.55,0.98,50.74,0.09,26.77,0.64,0.83
C78_S1_I4.tiff,9.1,1364381.0,94.0,0.95,0.92,5587.0,459.0,6046.0,14.22,0.22,45.0,288.0,274873.75,13.5,6.02,92.93,6.27,47.75,26.59,1.0,54.33,0.05,101.08,0.64,0.69
C440_S2_I5.tiff,4.95,1167860.0,99.45,0.95,0.88,5053.0,721.0,5774.0,13.56,0.21,135.0,286.0,268027.06,19.5,9.92,94.46,5.64,68.59,23.54,1.0,54.67,0.05,48.6,0.65,0.69
C472_S1_I5.tiff,15.04,804478.0,100.52,0.95,0.23,1445.0,4746.0,6191.0,16.79,0.32,45.0,287.0,278104.58,10.5,1.98,43.4,5.81,54.83,75.23,0.98,55.99,0.05,43.66,0.64,0.74
C270_S1_I14.tiff,1.18,47654.0,100.03,0.83,0.96,19095.0,748.0,19843.0,8.61,0.68,45.0,277.0,213309.41,13.5,0.0,92.49,4.32,85.47,27.4,1.0,46.95,0.17,16.97,0.68,0.71
C429_S1_I11.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C312_S1_I12.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C265_S1_I14.tiff,0.37,107192.0,99.54,0.85,0.95,16974.0,838.0,17812.0,7.36,0.34,45.0,281.0,182696.58,13.5,0.0,93.8,4.22,84.74,24.89,1.0,45.55,0.15,13.19,0.64,0.76
C309_S2_I11.tiff,13.9,1494331.0,100.06,0.89,0.77,9770.0,2902.0,12672.0,15.31,0.28,45.0,290.0,303189.0,19.5,3.5,79.32,5.42,72.79,45.48,0.99,54.29,0.11,80.1,0.66,0.72
C80_S1_I3.tiff,7.95,983054.0,69.56,0.95,0.45,2844.0,3411.0,6255.0,13.1,0.23,45.0,281.0,264172.36,19.5,5.43,17.06,6.01,40.86,91.07,0.98,54.28,0.05,51.55,0.64,0.71
C238_S2_I9.tiff,73.29,1730791.0,100.03,0.95,0.96,6070.0,228.0,6298.0,20.83,0.57,135.0,282.0,269860.18,13.5,26.26,96.2,4.84,50.15,19.49,1.0,56.69,0.05,77.17,0.65,0.7
C506_S1_I11.tiff,56.18,2988988.0,100.07,0.9,0.91,11487.0,1088.0,12575.0,23.03,0.46,45.0,288.0,270740.21,7.5,16.42,92.35,6.48,70.39,27.67,1.0,55.5,0.1,311.14,0.63,0.76
C294_S1_I7.tiff,93.12,2040765.0,96.17,0.93,0.94,7898.0,465.0,8363.0,25.24,0.99,135.0,289.0,315568.85,7.5,24.32,95.35,5.89,56.73,21.56,1.0,54.93,0.07,144.13,0.63,0.72
C121_S2_I4.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C122_S1_I10.tiff,80.71,3662799.0,99.28,0.89,0.82,10770.0,2398.0,13168.0,25.33,0.56,45.0,284.0,329290.67,1.5,8.2,83.66,6.38,74.77,40.42,1.0,57.89,0.11,692.74,0.66,0.71
C212_S1_I6.tiff,40.19,1498982.0,100.05,0.95,0.94,5320.0,353.0,5673.0,22.15,0.38,135.0,274.0,277016.33,7.5,28.34,94.05,6.71,44.85,24.39,1.0,57.93,0.05,199.28,0.64,0.71
C357_S1_I7.tiff,46.62,1661232.0,100.04,0.93,0.95,8024.0,446.0,8470.0,17.63,0.42,135.0,276.0,256132.56,10.5,17.29,95.06,5.46,55.53,22.23,1.0,55.85,0.07,81.94,0.64,0.72
C320_S2_I9.tiff,8.97,1541598.0,100.03,0.95,0.88,5515.0,732.0,6247.0,14.89,0.23,135.0,286.0,249704.3,10.5,6.27,88.87,6.12,48.71,33.37,1.0,53.13,0.05,129.65,0.64,0.71
C363_S2_I1.tiff,33.5,1163409.0,99.93,0.96,0.94,3972.0,253.0,4225.0,14.11,0.31,135.0,283.0,257766.48,10.5,26.63,95.04,5.15,45.45,22.27,1.0,53.7,0.04,60.5,0.65,0.72
C308_S1_I11.tiff,60.93,2862397.0,100.04,0.9,0.77,9723.0,2829.0,12552.0,24.46,0.44,45.0,286.0,279624.52,7.5,8.56,75.36,5.86,72.08,49.64,1.0,56.48,0.1,179.53,0.64,0.79
C255_S1_I13.tiff,0.19,90924.0,100.02,0.82,0.98,21416.0,524.0,21940.0,6.22,0.49,45.0,281.0,211199.55,10.5,0.0,97.01,4.33,98.07,17.28,1.0,42.5,0.18,26.53,0.63,0.73
C112_S2_I10.tiff,15.16,2559757.0,100.04,0.91,0.92,9789.0,796.0,10585.0,14.45,0.33,135.0,291.0,279176.35,7.5,14.43,93.55,6.15,65.05,25.39,1.0,53.35,0.09,219.22,0.65,0.75
C332_S2_I11.tiff,1.37,459455.0,100.07,0.93,0.86,7566.0,1189.0,8755.0,10.46,0.29,135.0,284.0,214584.51,13.5,7.68,83.88,5.1,60.61,40.15,0.99,52.28,0.07,25.98,0.65,0.7
C38_S1_I6.tiff,51.75,1121975.0,100.06,0.95,0.66,4120.0,2134.0,6254.0,21.75,0.33,45.0,286.0,273010.27,7.5,10.62,58.53,6.44,48.46,64.4,0.99,55.82,0.05,142.73,0.64,0.7
C28_S1_I4.tiff,27.91,1321127.0,100.0,0.95,0.91,4941.0,478.0,5419.0,18.03,0.16,45.0,289.0,285051.68,7.5,26.75,93.33,6.63,48.47,25.83,1.0,54.71,0.05,139.25,0.64,0.66
C84_S1_I5.tiff,17.44,942408.0,100.11,0.96,0.42,2226.0,3115.0,5341.0,17.0,0.12,135.0,295.0,267314.39,13.5,7.83,15.66,5.85,44.13,91.84,0.98,54.3,0.04,49.8,0.65,0.66
C65_S1_I13.tiff,15.6,2811297.0,100.04,0.83,0.8,16243.0,4167.0,20410.0,15.03,0.5,135.0,290.0,263364.57,10.5,6.08,76.24,5.53,87.73,48.75,0.99,53.04,0.17,135.41,0.64,0.72
C254_S2_I11.tiff,0.89,11341.0,100.01,0.92,0.92,8651.0,767.0,9418.0,10.66,0.42,45.0,279.0,169131.98,13.5,0.0,92.38,4.33,67.03,27.61,0.99,52.23,0.08,10.26,0.74,0.68
C481_S1_I13.tiff,9.52,1056716.0,100.02,0.83,0.7,13772.0,6032.0,19804.0,12.62,0.41,135.0,283.0,272416.23,10.5,2.5,66.13,5.01,87.63,58.2,0.99,51.46,0.17,91.87,0.63,0.79
C168_S1_I4.tiff,25.47,939738.0,100.07,0.96,0.87,3809.0,545.0,4354.0,18.8,0.31,45.0,282.0,276282.62,10.5,19.64,91.61,6.04,47.63,28.97,1.0,56.41,0.04,54.81,0.64,0.66
C184_S2_I3.tiff,2.59,266904.0,100.07,0.96,0.95,4071.0,210.0,4281.0,10.93,0.26,135.0,292.0,214285.56,10.5,4.94,94.22,5.08,40.37,24.05,1.0,51.24,0.04,15.5,0.65,0.68
C249_S1_I2.tiff,2.59,174800.0,100.05,0.97,0.31,1228.0,2744.0,3972.0,11.17,0.49,135.0,289.0,249225.02,10.5,2.17,19.81,5.02,39.14,89.55,0.97,50.38,0.03,11.06,0.65,0.7
C260_S2_I6.tiff,15.91,586354.0,97.2,0.97,0.77,3236.0,945.0,4181.0,15.87,0.92,45.0,284.0,262579.12,4.5,7.38,75.39,5.74,50.05,49.6,0.99,54.84,0.03,31.19,0.64,0.67
C300_S1_I8.tiff,29.29,1854588.0,92.35,0.93,0.65,5790.0,3150.0,8940.0,19.59,0.28,135.0,281.0,328064.5,7.5,7.03,27.39,6.14,56.04,85.21,0.99,57.14,0.07,129.39,0.64,0.74
C332_S2_I9.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C482_S1_I9.tiff,6.42,934969.0,100.0,0.96,0.86,4223.0,708.0,4931.0,12.29,0.09,135.0,281.0,262263.95,13.5,15.75,89.23,5.28,52.2,32.82,1.0,52.48,0.04,38.77,0.66,0.7
C365_S1_I15.tiff,20.01,1626624.0,100.06,0.84,0.82,16021.0,3503.0,19524.0,15.45,0.49,45.0,281.0,256732.62,10.5,3.32,79.71,5.26,88.53,45.05,0.99,53.49,0.16,94.62,0.64,0.76
C92_S2_I8.tiff,14.8,709950.0,100.01,0.93,0.99,7780.0,69.0,7849.0,14.4,0.27,45.0,287.0,245724.29,10.5,10.93,98.5,5.07,58.45,12.25,1.0,54.09,0.07,41.89,0.65,0.72
C449_S1_I6.tiff,9.78,319686.0,100.02,0.96,0.92,4696.0,397.0,5093.0,14.1,0.33,135.0,287.0,258628.61,10.5,9.06,93.76,5.19,45.66,24.97,1.0,52.84,0.04,20.39,0.65,0.66
C432_S1_I12.tiff,4.47,165752.0,99.71,0.91,0.83,9009.0,1810.0,10819.0,12.48,0.51,45.0,285.0,197312.73,22.5,5.46,80.13,4.36,62.22,44.58,0.98,53.71,0.09,7.25,0.63,0.71
C372_S1_I6.tiff,11.24,674660.0,99.06,0.95,0.97,6023.0,167.0,6190.0,14.72,0.33,45.0,281.0,283019.72,10.5,8.43,93.69,5.67,48.14,25.12,1.0,53.81,0.05,36.25,0.65,0.72
C239_S1_I10.tiff,69.1,3625150.0,100.1,0.88,0.83,11963.0,2494.0,14457.0,23.31,0.7,45.0,289.0,305097.17,10.5,8.47,78.18,6.22,74.33,46.71,1.0,57.38,0.12,294.31,0.65,0.7
C169_S1_I3.tiff,14.76,245669.0,100.06,0.97,0.58,1972.0,1439.0,3411.0,14.54,0.45,45.0,282.0,235171.16,10.5,3.17,15.84,5.09,37.84,91.74,0.98,52.15,0.03,13.52,0.65,0.72
C248_S2_I2.tiff,2.69,495166.0,74.2,0.95,0.42,2435.0,3333.0,5768.0,11.19,0.25,135.0,276.0,249202.99,10.5,1.81,19.13,5.54,39.62,89.93,0.98,50.67,0.05,26.13,0.65,0.74
C286_S1_I12.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C220_S1_I9.tiff,58.62,1624918.0,100.07,0.94,0.69,5213.0,2316.0,7529.0,25.08,0.48,135.0,282.0,267510.75,10.5,10.19,60.05,6.04,53.1,63.2,0.99,56.98,0.06,110.78,0.64,0.67
C98_S1_I9.tiff,39.23,1588509.0,100.05,0.93,0.9,7417.0,867.0,8284.0,20.7,0.4,45.0,285.0,300583.61,7.5,11.36,87.91,6.07,53.25,34.77,1.0,56.9,0.07,104.13,0.65,0.68
C133_S1_I10.tiff,23.37,881588.0,100.03,0.89,0.82,10838.0,2325.0,13163.0,15.88,0.71,135.0,288.0,276409.47,7.5,5.41,72.08,5.09,68.45,52.84,0.99,55.31,0.11,72.02,0.65,0.77
C467_S2_I12.tiff,43.39,2474826.0,100.04,0.91,0.82,8681.0,1853.0,10534.0,16.83,0.38,135.0,284.0,256615.81,7.5,7.89,66.57,5.75,63.19,57.82,1.0,53.41,0.09,154.78,0.65,0.75
C263_S1_I10.tiff,15.24,1750681.0,100.09,0.89,0.85,10823.0,1893.0,12716.0,16.56,0.42,45.0,280.0,259675.94,7.5,8.9,89.01,6.01,86.83,33.16,1.0,56.97,0.11,97.2,0.66,0.77
C323_S1_I1.tiff,5.06,1315171.0,74.62,0.96,0.69,3690.0,1661.0,5351.0,11.63,0.16,45.0,282.0,280719.66,10.5,4.27,39.23,6.12,38.97,77.95,0.99,52.12,0.04,74.46,0.64,0.66
C221_S1_I1.tiff,10.15,825687.0,100.06,0.97,0.92,3243.0,296.0,3539.0,13.76,0.36,135.0,278.0,241701.6,7.5,23.01,92.41,6.15,37.5,27.55,1.0,52.77,0.03,67.02,0.65,0.69
C355_S2_I3.tiff,40.38,565536.0,100.09,0.97,0.15,464.0,2713.0,3177.0,19.14,0.37,45.0,290.0,262699.72,7.5,7.14,20.61,6.19,35.77,89.1,0.98,54.69,0.03,47.59,0.66,0.67
C305_S1_I2.tiff,19.7,1485359.0,99.74,0.95,0.44,2694.0,3452.0,6146.0,16.06,0.45,45.0,286.0,261246.83,7.5,6.14,80.9,6.08,85.03,43.71,0.99,55.09,0.05,84.63,0.65,0.68
C440_S1_I1.tiff,4.66,917344.0,100.06,0.96,0.91,4396.0,436.0,4832.0,10.95,0.47,45.0,278.0,254821.16,7.5,1.8,88.16,5.26,41.35,34.41,1.0,52.03,0.04,35.99,0.64,0.69
C371_S1_I9.tiff,5.15,739697.0,100.02,0.93,0.83,6668.0,1398.0,8066.0,11.95,0.35,135.0,270.0,284478.7,16.5,2.07,81.14,5.78,55.3,43.43,0.99,51.56,0.07,50.96,0.64,0.77
C426_S2_I13.tiff,77.16,4613436.0,100.07,0.83,0.89,18014.0,2221.0,20235.0,18.03,0.73,135.0,277.0,282115.3,7.5,9.31,89.47,5.65,87.94,32.45,1.0,54.1,0.17,259.8,0.65,0.73
C2_S2_I2.tiff,6.08,659598.0,100.74,0.95,0.53,3052.0,2732.0,5784.0,13.66,0.39,45.0,282.0,230422.32,10.5,2.23,60.67,5.75,58.04,62.72,0.98,51.18,0.05,36.92,0.65,0.71
C108_S1_I4.tiff,21.93,1187509.0,100.09,0.95,0.88,4875.0,687.0,5562.0,18.33,0.2,135.0,282.0,251629.09,7.5,21.2,89.65,6.17,46.74,32.18,1.0,55.7,0.05,71.63,0.64,0.66
C301_S1_I12.tiff,35.55,2936150.0,96.51,0.89,0.91,11932.0,1146.0,13078.0,19.43,0.48,45.0,274.0,311345.4,7.5,12.27,90.94,6.26,69.48,30.1,1.0,55.85,0.11,211.72,0.63,0.69
C354_S1_I9.tiff,19.18,1221301.0,100.02,0.95,0.76,4472.0,1381.0,5853.0,16.7,0.28,135.0,292.0,240818.51,16.5,4.22,61.29,5.37,49.81,62.22,0.99,56.12,0.05,50.72,0.64,0.75
C362_S1_I4.tiff,15.15,1340983.0,100.09,0.95,0.91,4939.0,491.0,5430.0,16.07,0.29,45.0,285.0,270024.4,10.5,6.23,92.23,6.2,46.86,27.87,1.0,55.22,0.05,111.2,0.64,0.67
